phase,exposure_condition,batch_index,batch_size,start_example_index,end_example_index,elapsed_ms,gpu_synchronized_elapsed_ms
adapter_forward,1x,130,16,2080,2095,239.03054697439075,235.89181096758693
adapter_forward,1x,131,16,2096,2111,239.27317501511425,236.1138389678672
adapter_forward,1x,132,16,2112,2127,239.14702603360638,235.99552002269775
adapter_forward,1x,133,16,2128,2143,239.31522498605773,236.1622589523904
adapter_forward,1x,134,16,2144,2159,239.07407699152827,236.02079000556841
adapter_forward,1x,135,16,2160,2175,238.89750801026821,235.81417195964605
adapter_forward,1x,136,16,2176,2191,238.98553702747449,235.84591102553532
adapter_forward,1x,137,16,2192,2207,239.30215497966856,236.15015897667035
adapter_forward,1x,138,16,2208,2223,239.25238597439602,236.17444897536188
adapter_forward,1x,139,16,2224,2239,235.18964601680636,232.12062998209149
adapter_forward,1x,140,16,2240,2255,239.34987495886162,236.27002799184993
adapter_forward,1x,141,16,2256,2271,239.22090599080548,236.1183799803257
adapter_forward,1x,142,16,2272,2287,239.30554499384016,236.23952898196876
adapter_forward,1x,143,16,2288,2303,239.13609597366303,236.05171998497099
adapter_forward,1x,144,16,2304,2319,239.27200603066012,236.12303001573309
adapter_forward,1x,145,16,2320,2335,239.22698496608064,236.1579790012911
adapter_forward,1x,146,16,2336,2351,239.15645701345056,236.04575096396729
adapter_forward,1x,147,16,2352,2367,239.23561599804088,236.08609999064356
adapter_forward,1x,148,16,2368,2383,239.23535598441958,236.15968896774575
adapter_forward,1x,149,16,2384,2399,239.39099401468411,236.29903804976493
adapter_forward,1x,150,16,2400,2415,239.36076503014192,236.278987955302
adapter_forward,1x,151,16,2416,2431,239.5743330125697,236.39915697276592
adapter_forward,1x,152,16,2432,2447,239.7731119999662,236.70067504281178
adapter_forward,1x,153,16,2448,2463,239.53216400695965,236.42405704595149
adapter_forward,1x,154,16,2464,2479,239.48430299060419,236.38422699877992
adapter_forward,1x,155,16,2480,2495,239.51644403859973,236.38553696218878
adapter_forward,1x,156,16,2496,2511,239.4974940107204,236.41026701079682
adapter_forward,1x,157,16,2512,2527,239.58166298689321,236.43739696126431
adapter_forward,1x,158,16,2528,2543,239.38846495002508,236.2447589985095
adapter_forward,1x,159,16,2544,2559,239.5038940012455,236.44415702437982
adapter_forward,1x,160,16,2560,2575,239.63586299214512,236.49346700403839
adapter_forward,1x,161,16,2576,2591,239.42184500629082,236.22297000838444
adapter_forward,1x,162,16,2592,2607,239.62207202566788,236.53104598633945
adapter_forward,1x,163,16,2608,2623,239.84348197700456,236.57025600550696
adapter_forward,1x,164,16,2624,2639,239.2585159977898,236.17996898246929
adapter_forward,1x,165,16,2640,2655,239.54936303198338,236.40956700546667
adapter_forward,1x,166,16,2656,2671,239.47132501052693,236.32916901260614
adapter_forward,1x,167,16,2672,2687,239.56875299336389,236.45623703487217
adapter_forward,1x,168,16,2688,2703,239.59226300939918,236.49155697785318
adapter_forward,1x,169,16,2704,2719,239.68671303009614,236.61274602636695
adapter_forward,1x,170,16,2720,2735,239.67717302730307,236.53952701715752
adapter_forward,1x,171,16,2736,2751,239.77470200043172,236.70738498913124
adapter_forward,1x,172,16,2752,2767,239.90087100537494,236.79495498072356
adapter_forward,1x,173,16,2768,2783,239.71459298627451,236.62949702702463
adapter_forward,1x,174,16,2784,2799,239.9424510076642,236.68703500879928
adapter_forward,1x,175,16,2800,2815,239.85079198610038,236.72074504429474
adapter_forward,1x,176,16,2816,2831,239.77021197788417,236.70365603175014
adapter_forward,1x,177,16,2832,2847,239.67751301825047,236.60503700375557
adapter_forward,1x,178,16,2848,2863,239.78104197885841,236.63669603411108
adapter_forward,1x,179,16,2864,2879,239.98137097805738,236.83997499756515
adapter_forward,1x,180,16,2880,2895,240.18420901848003,236.97238398017362
adapter_forward,1x,181,16,2896,2911,240.14030903344974,237.01646301196888
adapter_forward,1x,182,16,2912,2927,240.21261901361868,237.15125204762444
adapter_forward,1x,183,16,2928,2943,239.86447200877592,236.71859601745382
adapter_forward,1x,184,16,2944,2959,239.94000098900869,236.86878499574959
adapter_forward,1x,185,16,2960,2975,239.99477998586372,236.81625502649695
adapter_forward,1x,186,16,2976,2991,240.13882997678593,237.02354304259643
adapter_forward,1x,187,16,2992,3007,240.14190898742527,236.98813299415633
adapter_forward,1x,188,16,3008,3023,240.0273610255681,236.93341400939971
adapter_forward,1x,189,16,3024,3039,239.92568097310141,236.87047394923866
adapter_forward,1x,190,16,3040,3055,240.01664004754275,236.9354129768908
adapter_forward,1x,191,16,3056,3071,240.07628997787833,236.95985297672451
adapter_forward,1x,192,16,3072,3087,239.92513201665133,236.87107401201501
adapter_forward,1x,193,16,3088,3103,240.08747999323532,237.00037301750854
adapter_forward,1x,194,16,3104,3119,240.21369899855927,237.06087295431644
adapter_forward,1x,195,16,3120,3135,240.20538904005662,237.03396297059953
adapter_forward,1x,196,16,3136,3151,240.19035004312173,237.06195398699492
adapter_forward,1x,197,16,3152,3167,240.33264897298068,237.24538198439404
adapter_forward,1x,198,16,3168,3183,240.2467189822346,237.15094296494499
adapter_forward,1x,199,16,3184,3199,240.16154900891706,237.07589297555387
adapter_forward,1x,200,16,3200,3215,240.09592103539035,237.00052400818095
adapter_forward,1x,201,16,3216,3231,240.22077897097915,237.13483300525695
adapter_forward,1x,202,16,3232,3247,240.21188903134316,237.14723298326135
adapter_forward,1x,203,16,3248,3263,240.18994899233803,237.03694297000766
adapter_forward,1x,204,16,3264,3279,240.2655589976348,237.1886819601059
adapter_forward,1x,205,16,3280,3295,240.18309003440663,237.07716295029968
adapter_forward,1x,206,16,3296,3311,239.97829103609547,236.81470501469448
adapter_forward,1x,207,16,3312,3327,240.18543004058301,237.08151403116062
adapter_forward,1x,208,16,3328,3343,240.3577680233866,237.19651298597455
adapter_forward,1x,209,16,3344,3359,240.43276702286676,237.26784100290388
adapter_forward,1x,210,16,3360,3375,240.28203898342326,237.20349202631041
adapter_forward,1x,211,16,3376,3391,240.28301902581006,237.10967303486541
adapter_forward,1x,212,16,3392,3407,240.41445803595707,237.34623094787821
adapter_forward,1x,213,16,3408,3423,240.18220003927127,237.13366297306493
