phase,exposure_condition,batch_index,batch_size,start_example_index,end_example_index,elapsed_ms,gpu_synchronized_elapsed_ms
adapter_forward,50x,0,16,0,15,232.34697402222082,228.80499198799953
adapter_forward,50x,1,16,16,31,238.77561598783359,235.57456000708044
adapter_forward,50x,2,16,32,47,239.52063999604434,236.40248400624841
adapter_forward,50x,3,16,48,63,239.68917003367096,236.57845298293978
adapter_forward,50x,4,16,64,79,239.93689700728282,236.75580200506374
adapter_forward,50x,5,16,80,95,239.93107699789107,236.82867101160809
adapter_forward,50x,6,16,96,111,240.03129702759907,236.92041100002825
adapter_forward,50x,7,16,112,127,240.02111598383635,236.86747997999191
adapter_forward,50x,8,16,128,143,240.06340699270368,236.94808001164347
adapter_forward,50x,9,16,144,159,240.19311502343044,237.08868800895289
adapter_forward,50x,10,16,160,175,240.41099398164079,237.27791802957654
adapter_forward,50x,11,16,176,191,240.43670401442796,237.24305798532441
adapter_forward,50x,12,16,192,207,240.36379501922056,237.13882896117866
adapter_forward,50x,13,16,208,223,236.38591397320852,233.29795699100941
adapter_forward,50x,14,16,224,239,240.36421399796382,237.24105802830309
adapter_forward,50x,15,16,240,255,240.3504439862445,237.19657800393179
adapter_forward,50x,16,16,256,271,240.59796298388392,237.47542599448934
adapter_forward,50x,17,16,272,287,240.49529305193573,237.38905700156465
adapter_forward,50x,18,16,288,303,240.43749400880188,237.34519700519741
adapter_forward,50x,19,16,304,319,240.48353300895542,237.2976970509626
adapter_forward,50x,20,16,320,335,236.5113630075939,233.35725697688758
adapter_forward,50x,21,16,336,351,240.57956301840022,237.4864459852688
adapter_forward,50x,22,16,352,367,240.58335198787972,237.50163504155353
adapter_forward,50x,23,16,368,383,240.69045198848471,237.49959596898407
adapter_forward,50x,24,16,384,399,240.66986195975915,237.50686598941684
adapter_forward,50x,25,16,400,415,240.84883095929399,237.65802499838173
adapter_forward,50x,26,16,416,431,240.81998103065416,237.68954497063532
adapter_forward,50x,27,16,432,447,240.75857101706788,237.6592549844645
adapter_forward,50x,28,16,448,463,236.71779199503362,233.63186494680122
adapter_forward,50x,29,16,464,479,240.80327100818977,237.61172499507666
adapter_forward,50x,30,16,480,495,240.83946098107845,237.64602496521547
adapter_forward,50x,31,16,496,511,240.90237001655623,237.80861403793097
adapter_forward,50x,32,16,512,527,240.90382002759725,237.70068399608135
adapter_forward,50x,33,16,528,543,240.87205104297027,237.66408499795943
adapter_forward,50x,34,16,544,559,240.77019101241603,237.56183602381498
adapter_forward,50x,35,16,560,575,240.83653104025871,237.6845550024882
adapter_forward,50x,36,16,576,591,240.85426103556529,237.65778500819579
adapter_forward,50x,37,16,592,607,240.82661099964753,237.63693496584892
adapter_forward,50x,38,16,608,623,240.60602195095271,237.4456170364283
adapter_forward,50x,39,16,624,639,240.82190095214173,237.60172497713938
adapter_forward,50x,40,16,640,655,240.82618101965636,237.62159497709945
adapter_forward,50x,41,16,656,671,240.70280202431604,237.62690497096628
adapter_forward,50x,42,16,672,687,240.70729198865592,237.56586597301066
adapter_forward,50x,43,16,688,703,240.77456101076677,237.6679849694483
adapter_forward,50x,44,16,704,719,241.02339998353273,237.82864399254322
