threshold,fpr,tpr
131.6886680743892,0,0
131.68866807438917,0,0.000125
118.31134897733871,0,0.00025000000000000001
118.0015387158188,0,0.00037500000000000001
106.40565390888516,0,0.00050000000000000001
98.805517008593171,0,0.00062500000000000001
98.249697102386648,0,0.00075000000000000002
97.454901933691787,0,0.00087500000000000002
96.693628572391873,0,0.001
94.194356738200497,0,0.0011249999999999999
91.46462905699714,0,0.00125
90.831132934772356,0,0.0013749999999999999
90.762592658983309,0,0.0015
90.257519401553921,0,0.0016249999999999999
89.546239392086989,0,0.00175
88.546968974252977,0,0.0018749999999999999
87.755125036977532,0,0.002
87.355956610894395,0,0.0021250000000000002
86.826779508164222,0,0.0022499999999999998
86.479628676063157,0,0.0023749999999999999
85.671187279213726,0,0.0025000000000000001
85.393652185352792,0,0.0026250000000000002
85.060513043605965,0,0.0027499999999999998
84.973618689918254,0,0.002875
83.802661848346602,0,0.0030000000000000001
83.763912468937747,0,0.0031250000000000002
83.594590194396787,0,0.0032499999999999999
83.313044381973057,0,0.003375
81.644075959135563,0,0.0035000000000000001
80.874825380103246,0,0.0036250000000000002
79.832759733507018,0,0.0037499999999999999
79.39022868221835,0,0.003875
79.309214663043619,0,0.0040000000000000001
79.276581471181231,0,0.0041250000000000002
78.278805585496357,0,0.0042500000000000003
77.375509032227342,0,0.0043750000000000004
77.22957967476485,0,0.0044999999999999997
75.673568386342751,0,0.0046249999999999998
75.524332386022564,0,0.0047499999999999999
75.474316646278083,0,0.004875
74.226688289621407,0,0.0050000000000000001
73.586576645006005,0,0.0051250000000000002
73.210316280393684,0,0.0052500000000000003
72.127667238369597,0,0.0053749999999999996
71.896149068408988,0,0.0054999999999999997
71.134037164398592,0,0.0056249999999999998
70.507658210796095,0,0.0057499999999999999
69.957227782554085,0,0.005875
69.485001937393392,0,0.0060000000000000001
68.062566425450029,0,0.0061250000000000002
67.818893225602224,0,0.0062500000000000003
67.395624955407655,0,0.0063749999999999996
67.360342334100395,0,0.0064999999999999997
66.470838138831908,0,0.0066249999999999998
66.460406786267342,0,0.0067499999999999999
66.335734975660657,0,0.006875
65.099589622831999,0,0.0070000000000000001
64.364174569159417,0,0.0071250000000000003
64.033625990966982,0,0.0072500000000000004
63.774174142093862,0,0.0073749999999999996
62.983768008445047,0,0.0074999999999999997
62.847503555663309,0,0.0076249999999999998
62.262735199892091,0,0.0077499999999999999
59.133025839273557,0,0.0078750000000000001
59.008780474575047,0,0.0080000000000000002
58.581029235667835,0,0.0081250000000000003
58.374761785246093,0,0.0082500000000000004
57.939939393846565,0,0.0083750000000000005
57.47799126840421,0,0.0085000000000000006
56.69898969209197,0,0.0086250000000000007
56.470676175237521,0,0.0087500000000000008
56.182259761287334,0,0.0088749999999999992
55.082272892689794,0,0.0089999999999999993
55.048387070164033,0,0.0091249999999999994
54.496621425044758,0,0.0092499999999999995
54.445406617827032,0,0.0093749999999999997
54.092972056883667,0,0.0094999999999999998
51.760333484585644,0,0.0096249999999999999
51.456555774742689,0,0.00975
50.794059301966698,0,0.0098750000000000001
50.667148961974661,0,0.01
50.18754226157381,0,0.010125
49.52054048769984,0,0.01025
48.976774230487706,0,0.010375000000000001
48.96136670725452,0,0.010500000000000001
48.47638638905962,0,0.010625000000000001
47.283172010316676,0,0.010749999999999999
43.745119639563974,0,0.010874999999999999
43.531324992758911,0,0.010999999999999999
43.084190128954859,0,0.011124999999999999
41.369545307646952,0,0.01125
41.29373519393738,0,0.011375
40.480740381725987,0,0.0115
38.660674269588554,0,0.011625
37.342788294308669,0,0.01175
36.770515248499194,0,0.011875
36.341112660515009,0,0.012
35.895711539597954,0,0.012125
34.154289484973326,0,0.01225
32.598263508270961,0,0.012375000000000001
17.605339312552776,0,0.012500000000000001
10.659385009470371,0,0.012625000000000001
10.456138070508642,0,0.012749999999999999
10.444557079050034,0,0.012874999999999999
10.426239830379156,0,0.012999999999999999
10.380258154364482,0,0.013125
10.348787070850374,0,0.01325
10.34485989398889,0,0.013375
10.340835029016192,0,0.0135
10.332513800917893,0,0.013625
10.306016269672234,0,0.01375
10.300209758898403,0,0.013875
10.289363833562774,0,0.014
10.272766876983221,0,0.014125
10.271722949661893,0,0.014250000000000001
10.271411906216153,0,0.014375000000000001
10.265810119818294,0,0.014500000000000001
10.260061165589605,0,0.014625000000000001
10.253732170540468,0.00050000000000000001,0.014625000000000001
10.246053081619575,0.00050000000000000001,0.014749999999999999
10.245217399335402,0.00050000000000000001,0.014874999999999999
10.243586689123706,0.00050000000000000001,0.014999999999999999
10.24316266010551,0.00050000000000000001,0.015125
10.241429421599353,0.00050000000000000001,0.01525
10.239308322360907,0.00050000000000000001,0.015375
10.238278198541868,0.00050000000000000001,0.0155
10.236681088619227,0.00050000000000000001,0.015625
10.233225077120103,0.00050000000000000001,0.01575
10.228673681887493,0.00050000000000000001,0.015875
10.228503590974233,0.00050000000000000001,0.016
10.226505630251976,0.001,0.016
10.22629224814526,0.001,0.016125
10.225328409739697,0.001,0.016250000000000001
10.222345723352438,0.001,0.016375000000000001
10.221536835451399,0.001,0.016500000000000001
10.211437313213066,0.001,0.016625000000000001
10.21036029056043,0.001,0.016750000000000001
10.206773917854459,0.001,0.016875000000000001
10.205029911382061,0.001,0.017000000000000001
10.204590212937193,0.001,0.017125000000000001
10.204335462234607,0.001,0.017250000000000001
10.202755388235222,0.0015,0.017250000000000001
10.201642969990402,0.0015,0.017375000000000002
